customer_id,signup_date,last_order_date,age,region,state,channel,annual_income,orders,total_spent,email,newsletter_opt_in,email_valid,region_imputed,age_imputed,annual_income_imputed,total_spent_missing,tenure_days,days_since_last_order,avg_order_value
10312,2022-11-06,2024-12-17,28,West,CA,Online,34360,5,445.11,customer10312@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1394,622,89.02
10315,2023-05-19,2025-08-07,18,Southeast,SC,In-Store,27908,3,288.19,customer10315@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1200,389,96.06
10316,2021-08-25,2023-02-04,62,West,AZ,Online,101176,9,3834.8900000000003,customer10316@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1832,1304,426.1
10317,2022-09-08,2024-02-04,18,Midwest,WI,Online,26893,3,316.39,customer10317@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1453,939,105.46
10319,2019-08-12,2021-10-10,57,Midwest,IL,In-Store,45796,6,1490.4,customer10319@harborline.com,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2576,1786,248.4
10320,2019-02-28,2020-09-20,39,Midwest,WI,Online,32267,9,1116.9,customer10320@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2741,2171,124.1
10321,2023-09-11,NA,54,Northeast,PA,In-Store,53677,7,871.7900000000001,customer10321@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1085,NA,124.54
10323,2020-12-01,2022-03-08,32,Northeast,MA,Online,56342,7,1461.93,customer10323@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2099,1637,208.85
10325,2022-09-25,2024-07-12,43,Southeast,FL,Online,59994,7,849.74,customer10325@harborline.com,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1436,780,121.39
10326,2025-01-06,2026-08-31,36,Midwest,MI,In-Store,80935,9,1791.87,customer10326@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,602,0,199.1
10327,2019-03-06,2021-05-27,36,Northeast,MA,Online,42910,4,808.92,customer10327@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2735,1922,202.23
10328,2022-07-30,2023-06-03,43,Midwest,OH,Online,84382,7,1322.09,customer10328@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1493,1185,188.87
10330,2022-03-20,2022-08-14,18,Midwest,WI,In-Store,0,5,483.9,customer10330@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1625,1478,96.78
10331,2024-06-28,2025-06-21,47,Northeast,PA,Online,69749,6,788.22,customer10331@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,794,436,131.37
10332,2019-06-28,2021-09-11,34,Northeast,NJ,Online,39959,9,1053.6599999999999,customer10332@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2621,1815,117.07
10333,2024-09-18,2026-08-31,39,Midwest,OH,Online,45059,5,731.6700000000001,customer10333@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,712,0,146.33
10336,2025-03-19,2026-06-24,19,Northeast,NY,In-Store,38002,2,278.22999999999996,customer10336@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,68,139.11
10337,2025-03-22,2025-06-09,35,Northeast,PA,Online,43670,4,422.4,customer10337@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,527,448,105.6
10338,2019-08-09,2021-03-10,35,Midwest,MI,In-Store,37135,5,557.1700000000001,customer10338@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2579,2000,111.43
10341,2022-09-28,2024-01-21,56,Midwest,MI,Online,72329,2,341.71,customer10341@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1433,953,170.85
10344,2020-05-19,2021-04-17,50,Northeast,MA,In-Store,41871,NA,380.88,customer10344@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2295,1962,NA
10345,2024-09-16,2025-12-09,43,Southeast,GA,Online,92501,7,2122.09,customer10345@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,714,265,303.16
10346,2022-10-31,2023-05-02,54,West,AZ,Online,73278,8,1297.49,customer10346@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1400,1217,162.19
10347,2025-06-18,2026-08-31,27,Midwest,OH,In-Store,37077,5,591.97,customer10347@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,439,0,118.39
10348,2022-11-05,2024-06-19,26,Northeast,PA,Phone,34206,2,208.23999999999998,customer10348@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1395,803,104.12
10349,2022-06-02,2022-10-01,25,Northeast,MA,Online,42451,3,362.97999999999996,customer10349@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1551,1430,120.99
10352,2025-05-03,2026-08-31,38,West,WA,Online,25466,2,255.87,customer10352@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,485,0,127.94
10354,2019-07-06,2020-10-12,47,Northeast,PA,In-Store,55379,5,999.19,customer10354@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2613,2149,199.84
10359,2021-08-13,2024-01-23,80,Southeast,GA,Online,98191,3,520.04,customer10359@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1844,951,173.35
10361,2019-02-08,2020-09-26,35,Southeast,GA,Online,62137,7,1756.07,customer10361@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2761,2165,250.87
10362,2020-12-01,2022-09-02,32,West,WA,In-Store,33289,7,861.58,customer10362@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2099,1459,123.08
10366,2024-06-15,2024-07-15,35,West,AZ,Online,38587,4,709.4499999999999,customer10366@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,807,777,177.36
10369,2023-12-02,2025-01-05,43,Midwest,IL,Online,78210,7,1542.81,customer10369@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1003,603,220.4
10370,2025-11-19,2026-08-31,50,Southeast,VA,In-Store,64410,5,645.47,customer10370@@harborline.com,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,285,0,129.09
10371,2019-05-01,2020-08-30,45,Northeast,CT,Online,46235,3,591.3399999999999,customer10371@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2679,2192,197.11
10372,2020-04-30,2021-07-27,73,Northeast,MA,Online,62978,3,543.62,customer10372@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2314,1861,181.21
10375,2019-07-24,2020-07-20,31,Southeast,FL,In-Store,55604,2,226.23999999999998,customer10375@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2595,2233,113.12
10377,2021-06-27,2023-02-11,63,Southeast,SC,In-Store,98731,8,2152.51,customer10377@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1891,1297,269.06
10379,2021-08-30,2023-10-10,57,Midwest,OH,In-Store,78766,9,2456.3500000000004,customer10379@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1827,1056,272.93
10380,2020-05-18,2020-05-27,41,Northeast,NY,Online,31760,3,332.97999999999996,customer10380@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2296,2287,110.99
10381,2022-08-02,2023-11-30,51,Northeast,CT,Online,52157,2,373.26,customer10381@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1490,1005,186.63
10383,2021-03-27,2023-08-07,45,Southeast,GA,In-Store,36216,2,223.22,customer10383@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1983,1120,111.61
10386,2019-10-08,2021-11-17,48,Midwest,OH,Online,59940,6,904.8499999999999,customer10386@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2519,1748,150.81
10389,2021-11-27,2023-02-10,35,Northeast,NJ,In-Store,58384,8,1125.24,customer10389@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1738,1298,140.66
10394,2024-10-23,2025-12-06,45,Southeast,FL,In-Store,86719,NA,1191.08,customer10394@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,677,268,NA
10395,2025-12-19,2026-08-31,44,Northeast,NJ,In-Store,38632,2,388.21999999999997,customer10395@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,255,0,194.11
10398,2019-03-27,2019-11-19,28,Southeast,VA,Online,39500,2,301.64000000000004,customer10398@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2714,2477,150.82
10399,2024-07-01,2025-10-13,42,Northeast,NY,Phone,29147,4,359.57,customer10399@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,791,322,89.89
